step,value
62784,1120.0
63402,618.0
64525,1123.0
65632,1107.0
66794,1162.0
67256,462.0
67637,381.0
67737,100.0
68018,281.0
68033,15.0
68154,121.0
69340,1186.0
69778,438.0
70539,761.0
70961,422.0
71027,66.0
71188,161.0
71268,80.0
71647,379.0
72089,442.0
72092,3.0
73591,1499.0
74732,1141.0
75359,627.0
77359,2000.0
77545,186.0
79545,2000.0
79549,4.0
79970,421.0
80745,775.0
80790,45.0
81528,738.0
81893,365.0
82594,701.0
82595,1.0
82596,1.0
82597,1.0
82598,1.0
82599,1.0
82600,1.0
83199,599.0
83742,543.0
84037,295.0
84319,282.0
85424,1105.0
85427,3.0
86023,596.0
87104,1081.0
87231,127.0
87512,281.0
87907,395.0
88173,266.0
88355,182.0
88851,496.0
88917,66.0
89795,878.0
89800,5.0
89994,194.0
90378,384.0
90380,2.0
90784,404.0
91284,500.0
91566,282.0
91764,198.0
91967,203.0
92388,421.0
93344,956.0
93711,367.0
93831,120.0
95831,2000.0
97074,1243.0
99074,2000.0
100362,1288.0
101582,1220.0
101902,320.0
102329,427.0
103671,1342.0
104054,383.0
105792,1738.0
106299,507.0
107098,799.0
107101,3.0
107336,235.0
107620,284.0
107623,3.0
107844,221.0
107904,60.0
107982,78.0
108719,737.0
108881,162.0
109388,507.0
110227,839.0
110509,282.0
111011,502.0
111111,100.0
111210,99.0
111228,18.0
111413,185.0
113413,2000.0
113517,104.0
113677,160.0
113899,222.0
114840,941.0
115156,316.0
115417,261.0
117417,2000.0
117947,530.0
118743,796.0
119794,1051.0
120295,501.0
120537,242.0
120736,199.0
120797,61.0
120958,161.0
121360,402.0
121598,238.0
122001,403.0
122157,156.0
122162,5.0
122717,555.0
123122,405.0
123743,621.0
123746,3.0
124027,281.0
124287,260.0
124505,218.0
125071,566.0
125951,880.0
126789,838.0
127555,766.0
128296,741.0
129415,1119.0
129460,45.0
129698,238.0
129702,4.0
129880,178.0
129884,4.0
131884,2000.0
132348,464.0
132607,259.0
132610,3.0
134194,1584.0
135475,1281.0
135801,326.0
136042,241.0
136099,57.0
136158,59.0
136263,105.0
136378,115.0
136383,5.0
136444,61.0
136664,220.0
136905,241.0
138388,1483.0
138570,182.0
138706,136.0
138951,245.0
139292,341.0
139366,74.0
139407,41.0
139915,508.0
140130,215.0
142130,2000.0
142379,249.0
142539,160.0
143860,1321.0
144201,341.0
144558,357.0
145344,786.0
146166,822.0
147128,962.0
149128,2000.0
150636,1508.0
151064,428.0
152001,937.0
152727,726.0
153927,1200.0
154133,206.0
154954,821.0
155090,136.0
155235,145.0
156194,959.0
156801,607.0
157602,801.0
159226,1624.0
159642,416.0
161642,2000.0
163181,1539.0
164020,839.0
166020,2000.0
166768,748.0
167188,420.0
167831,643.0
168771,940.0
168776,5.0
170459,1683.0
170657,198.0
170662,5.0
171056,394.0
172098,1042.0
173481,1383.0
173907,426.0
174345,438.0
175895,1550.0
176295,400.0
176838,543.0
176937,99.0
178937,2000.0
179180,243.0
180820,1640.0
180928,108.0
182105,1177.0
182150,45.0
182828,678.0
184048,1220.0
184115,67.0
184515,400.0
186515,2000.0
186518,3.0
186521,3.0
187104,583.0
188266,1162.0
188407,141.0
189243,836.0
190426,1183.0
190672,246.0
191130,458.0
193130,2000.0
193575,445.0
193859,284.0
195384,1525.0
195385,1.0
195386,1.0
195387,1.0
195388,1.0
195389,1.0
195451,62.0
195847,396.0
195852,5.0
196429,577.0
196434,5.0
196714,280.0
196993,279.0
197654,661.0
198111,457.0
198457,346.0
200000,1543.0
